TeamName,TeamID,Season,G,W,L,FGM,FGA,FG%,FGM3,FGA3,FG3%,FTM,FTA,FT%,OR,DR,Ast,TO,Stl,Blk,PF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF
San Jose St,1363,2017,28,12,16,697,1615,43.1578947368421,175,520,33.65384615384615,408,583,69.9828473413379,248,668,367,366,168,123,552,731,1574,170,495,473,634,236,749,362,380,167,89,534
San Jose St,1363,2018,29,3,26,671,1552,43.23453608247423,169,467,36.188436830835116,366,532,68.796992481203,264,759,355,475,125,65,554,765,1719,300,847,385,530,252,684,483,301,217,102,528
Santa Barbara,1364,2014,28,19,9,676,1455,46.460481099656356,193,499,38.677354709418836,435,610,71.31147540983606,271,699,436,316,138,135,529,623,1542,203,577,409,606,323,602,379,287,136,65,517
Santa Barbara,1364,2015,30,17,13,710,1641,43.26630103595369,200,544,36.76470588235294,391,530,73.77358490566037,309,704,449,326,147,109,572,649,1564,179,518,453,621,303,698,368,346,143,65,536
Santa Barbara,1364,2016,30,17,13,778,1766,44.05436013590034,227,622,36.4951768488746,346,485,71.34020618556701,314,800,449,373,179,89,605,678,1667,206,685,484,703,313,758,377,367,152,86,501
Santa Barbara,1364,2017,27,5,22,595,1588,37.468513853904284,146,512,28.515625,290,458,63.31877729257642,335,641,321,330,144,57,489,682,1519,231,672,341,490,270,752,433,316,147,86,437
Santa Barbara,1364,2018,30,21,9,810,1757,46.10130904951622,243,634,38.32807570977918,394,562,70.1067615658363,298,774,444,304,143,108,508,761,1738,212,616,359,513,286,742,417,338,101,81,538
Santa Clara,1365,2014,31,12,19,731,1736,42.10829493087557,227,623,36.43659711075441,470,640,73.4375,318,662,364,317,179,126,632,763,1641,142,397,557,765,332,782,385,366,144,103,581
Santa Clara,1365,2015,30,12,18,655,1573,41.64017800381437,207,599,34.5575959933222,363,489,74.23312883435582,278,609,344,315,168,55,569,682,1506,194,514,457,650,315,711,407,352,154,111,516
Santa Clara,1365,2016,30,10,20,689,1674,41.15890083632019,227,651,34.86943164362519,405,566,71.5547703180212,257,740,368,344,130,83,603,758,1719,231,673,459,632,316,797,432,340,151,90,564
Santa Clara,1365,2017,32,16,16,754,1736,43.433179723502306,312,814,38.32923832923833,309,416,74.27884615384616,188,752,448,329,167,62,597,752,1649,205,539,399,581,244,841,408,395,125,88,520
Santa Clara,1365,2018,29,10,19,651,1562,41.677336747759284,216,639,33.80281690140845,337,472,71.39830508474576,232,594,364,324,159,66,492,767,1519,186,465,356,494,221,752,455,356,159,99,515
Savannah St,1366,2014,30,11,19,638,1532,41.64490861618799,143,464,30.81896551724138,389,596,65.26845637583892,326,672,299,468,201,144,627,635,1546,134,442,530,757,363,696,321,420,214,123,526
Savannah St,1366,2015,29,7,22,614,1504,40.82446808510638,97,385,25.194805194805195,291,515,56.50485436893204,306,566,267,472,253,69,568,661,1389,149,402,490,701,288,714,348,474,270,158,527
Savannah St,1366,2016,29,14,15,595,1509,39.43008614976806,179,577,31.022530329289427,394,593,66.44182124789208,265,650,293,428,164,72,583,658,1517,174,511,461,628,287,753,332,432,197,107,572
Savannah St,1366,2017,27,11,16,763,1889,40.391741662255164,345,1085,31.797235023041473,395,611,64.6481178396072,339,744,448,400,213,80,541,890,1946,277,849,414,617,414,890,547,433,168,129,542
Savannah St,1366,2018,30,13,17,866,2182,39.68835930339139,365,1209,30.190239867659223,445,640,69.53125,379,735,465,422,273,81,576,1052,2108,283,782,464,650,410,1040,625,528,189,112,566
SC Upstate,1367,2014,31,17,14,792,1761,44.97444633730835,196,612,32.02614379084967,464,691,67.14905933429812,382,780,475,381,199,108,576,709,1740,244,708,496,680,350,703,390,377,197,83,583
SC Upstate,1367,2015,30,19,11,744,1727,43.080486392588305,228,673,33.87815750371471,349,531,65.72504708097928,377,705,413,316,221,84,508,674,1643,201,647,339,512,353,700,366,397,147,86,507
SC Upstate,1367,2016,28,7,21,728,1649,44.14796846573681,194,545,35.596330275229356,327,511,63.992172211350294,343,684,405,389,125,83,564,787,1658,239,626,427,608,318,700,466,290,186,82,460
SC Upstate,1367,2017,28,13,15,778,1698,45.81861012956419,236,670,35.223880597014926,352,548,64.23357664233576,316,737,413,354,128,83,490,789,1776,220,664,394,540,318,714,443,284,156,56,519
SC Upstate,1367,2018,28,3,25,764,1807,42.28002213613724,284,834,34.05275779376499,285,390,73.07692307692308,297,626,381,324,160,71,502,878,1693,259,601,449,611,278,800,552,303,142,73,398
SE Louisiana,1368,2014,28,10,18,654,1499,43.62908605737158,192,526,36.50190114068441,402,584,68.83561643835617,238,642,324,346,119,110,567,712,1564,160,480,469,686,324,704,377,299,156,102,518
SE Louisiana,1368,2015,31,8,23,775,1699,45.61506768687463,179,574,31.18466898954704,365,552,66.1231884057971,302,737,377,481,185,109,569,786,1787,232,647,440,606,350,735,410,414,207,122,529
SE Louisiana,1368,2016,31,10,21,769,1721,44.683323649041256,221,606,36.46864686468647,408,638,63.94984326018809,317,741,431,468,191,83,635,804,1787,253,674,494,749,375,761,478,416,206,120,600
SE Louisiana,1368,2017,30,14,16,737,1664,44.29086538461539,198,549,36.0655737704918,422,615,68.6178861788618,362,709,414,474,203,100,582,709,1642,192,556,461,650,315,672,360,448,189,126,606
SE Louisiana,1368,2018,30,19,11,752,1664,45.19230769230769,216,610,35.40983606557377,389,599,64.9415692821369,308,701,438,403,190,80,509,754,1738,190,563,373,514,354,720,338,418,165,110,584
SE Missouri St,1369,2014,30,16,14,874,1763,49.5745887691435,195,548,35.583941605839414,484,697,69.44045911047345,325,768,480,401,205,126,604,797,1768,236,627,564,761,313,682,411,343,204,68,586
SE Missouri St,1369,2015,28,11,17,677,1564,43.28644501278772,175,520,33.65384615384615,378,570,66.3157894736842,322,650,337,359,192,122,565,663,1508,189,482,434,631,300,679,332,360,164,73,515
SE Missouri St,1369,2016,27,3,24,634,1590,39.874213836477985,135,469,28.784648187633262,363,568,63.90845070422535,307,655,319,385,194,42,491,763,1614,219,631,362,515,275,768,481,360,181,109,494
SE Missouri St,1369,2017,31,13,18,788,1774,44.41939120631341,248,673,36.849925705794945,461,623,73.99678972712681,266,687,422,385,220,57,611,809,1688,249,674,468,658,296,810,445,479,145,97,566
SE Missouri St,1369,2018,29,12,17,738,1612,45.78163771712159,275,699,39.34191702432046,440,608,72.36842105263158,255,684,392,365,161,49,525,808,1689,248,654,421,582,284,720,408,347,145,111,533
Seattle,1370,2014,28,11,17,695,1649,42.14675560946028,215,629,34.181240063593,368,558,65.94982078853046,366,659,370,387,170,89,622,658,1520,176,506,530,729,299,640,354,352,188,91,502
Seattle,1370,2015,29,14,15,624,1420,43.943661971830984,190,504,37.698412698412696,347,529,65.59546313799622,276,684,392,389,153,42,488,627,1534,207,621,370,501,274,599,397,308,214,84,507
Seattle,1370,2016,28,12,16,634,1512,41.93121693121693,170,481,35.343035343035346,358,536,66.7910447761194,314,690,351,431,161,45,521,661,1582,235,689,363,545,317,652,402,356,224,113,536
Seattle,1370,2017,27,10,17,621,1456,42.6510989010989,230,679,33.87334315169367,371,527,70.39848197343454,188,703,421,397,170,58,524,661,1627,226,714,414,571,318,725,437,368,206,94,526
Seattle,1370,2018,30,17,13,740,1723,42.94834590829948,272,733,37.107776261937246,439,598,73.4113712374582,318,804,381,413,134,106,618,713,1731,204,585,535,719,306,753,335,325,208,95,581
Seton Hall,1371,2014,34,17,17,816,1797,45.40901502504174,252,704,35.79545454545455,558,774,72.09302325581395,288,815,452,415,226,93,675,811,1828,212,607,541,761,322,801,411,417,190,133,664
Seton Hall,1371,2015,31,16,15,735,1745,42.12034383954155,213,609,34.97536945812808,436,664,65.66265060240964,391,732,384,385,185,127,595,752,1749,167,557,436,663,363,737,411,371,207,116,589
Seton Hall,1371,2016,33,25,8,872,1937,45.018069179143005,202,573,35.25305410122164,524,787,66.58195679796697,425,896,447,457,240,154,616,790,1971,206,652,451,664,397,788,402,450,238,135,701
Seton Hall,1371,2017,32,21,11,846,1879,45.02394890899414,196,580,33.793103448275865,458,712,64.32584269662921,418,848,394,434,222,79,595,783,1813,211,621,469,654,289,764,386,392,219,107,622
Seton Hall,1371,2018,32,21,11,914,1951,46.84777037416709,233,640,36.40625,467,674,69.28783382789318,390,832,506,410,201,112,568,847,1940,242,725,410,560,331,752,410,410,190,108,618
SF Austin,1372,2014,31,29,2,813,1762,46.14074914869467,222,631,35.182250396196515,503,707,71.14568599717114,403,639,509,340,218,98,648,654,1432,129,371,517,752,265,643,309,495,154,111,626
SF Austin,1372,2015,30,26,4,814,1652,49.27360774818402,228,598,38.12709030100334,513,701,73.1811697574893,360,671,530,415,217,101,650,659,1491,139,414,508,730,286,595,313,497,173,103,645
SF Austin,1372,2016,28,23,5,796,1636,48.655256723716384,223,595,37.47899159663866,412,554,74.36823104693141,309,637,514,352,234,92,586,635,1426,145,437,384,572,269,609,332,501,149,72,565
SF Austin,1372,2017,29,15,14,682,1545,44.14239482200647,165,524,31.48854961832061,452,640,70.625,334,665,352,495,197,84,624,686,1484,177,511,447,669,256,631,357,462,205,92,588
SF Austin,1372,2018,30,24,6,823,1740,47.298850574712645,211,564,37.4113475177305,488,696,70.11494252873563,338,713,407,455,285,89,655,652,1530,213,596,535,771,290,695,387,571,223,116,630
Siena,1373,2014,32,15,17,773,1836,42.10239651416122,139,429,32.4009324009324,552,768,71.875,451,759,438,453,188,147,735,742,1764,185,550,623,923,415,707,351,407,222,164,675
Siena,1373,2015,31,11,20,748,1736,43.08755760368663,152,458,33.18777292576419,516,727,70.97661623108665,395,628,411,389,233,111,649,734,1625,201,556,620,828,371,694,373,441,200,133,628
Siena,1373,2016,33,21,12,900,1937,46.463603510583376,206,565,36.46017699115044,573,792,72.34848484848484,449,887,477,527,202,151,697,821,1981,223,695,543,760,376,686,380,409,238,122,682
Siena,1373,2017,34,17,17,899,1989,45.19859225741579,186,568,32.74647887323944,565,795,71.06918238993711,430,854,460,476,199,140,668,901,2014,224,661,515,714,354,781,430,414,221,127,699
Siena,1373,2018,32,8,24,752,1790,42.01117318435754,220,600,36.666666666666664,442,652,67.79141104294479,354,792,355,483,153,104,641,819,1831,226,647,541,771,323,772,415,348,215,105,593
SMU,1374,2014,32,23,9,815,1674,48.6857825567503,146,392,37.244897959183675,508,743,68.371467025572,340,820,487,438,240,147,621,648,1718,213,669,484,700,365,646,367,449,257,116,651
SMU,1374,2015,32,26,6,789,1635,48.25688073394495,135,375,36.0,508,721,70.45769764216367,359,805,498,398,217,129,521,649,1704,251,780,362,532,334,610,400,405,210,111,603
SMU,1374,2016,30,25,5,858,1727,49.681528662420384,194,462,41.99134199134199,409,584,70.03424657534246,396,787,528,372,182,137,472,676,1690,224,676,327,513,313,565,378,363,220,118,536
SMU,1374,2017,34,30,4,890,1879,47.36562001064396,277,682,40.6158357771261,477,686,69.533527696793,406,898,556,369,195,117,490,721,1878,274,850,318,460,322,676,403,398,166,102,619
SMU,1374,2018,33,17,16,814,1835,44.35967302452316,281,741,37.92172739541161,384,560,68.57142857142857,365,744,474,383,244,99,537,744,1763,259,766,367,539,346,750,475,461,159,111,552
South Alabama,1375,2014,28,8,20,630,1598,39.424280350438046,222,667,33.28335832083958,405,582,69.58762886597938,331,691,315,349,134,111,570,696,1590,169,486,454,649,317,718,331,311,150,105,502
South Alabama,1375,2015,31,10,21,713,1694,42.08972845336482,194,590,32.88135593220339,501,709,70.66290550070522,328,772,328,449,141,115,550,835,1900,193,564,457,647,382,764,403,326,204,100,591
South Alabama,1375,2016,31,12,19,728,1798,40.48943270300334,200,626,31.94888178913738,461,688,67.00581395348837,361,785,323,457,207,125,632,789,1860,221,687,509,719,379,821,433,399,184,109,604
South Alabama,1375,2017,30,12,18,739,1738,42.52013808975834,207,654,31.65137614678899,442,666,66.36636636636636,305,705,380,397,224,113,616,763,1684,233,644,478,681,327,817,425,482,169,101,602
South Alabama,1375,2018,30,12,18,689,1672,41.208133971291865,238,737,32.293080054274085,442,630,70.15873015873017,280,803,361,447,157,107,578,732,1766,208,672,463,671,336,810,372,394,193,120,566
South Carolina,1376,2014,34,14,20,765,1853,41.28440366972477,195,516,37.7906976744186,598,847,70.6021251475797,468,734,416,485,214,128,771,753,1729,195,599,675,983,376,721,421,454,255,165,718
South Carolina,1376,2015,32,16,16,704,1755,40.11396011396011,177,588,30.102040816326532,483,654,73.85321100917432,388,743,416,409,197,124,618,640,1641,189,596,525,730,341,731,330,437,188,135,602
South Carolina,1376,2016,31,23,8,793,1857,42.703284868066774,194,547,35.46617915904936,571,831,68.71239470517449,439,825,408,429,208,131,628,710,1784,258,731,474,693,342,717,397,463,197,149,707
South Carolina,1376,2017,31,21,10,752,1831,41.07045330420535,206,617,33.38735818476499,506,732,69.1256830601093,388,728,385,416,245,114,649,649,1624,163,551,540,759,337,763,291,539,190,112,653
South Carolina,1376,2018,32,16,16,730,1831,39.868924085199346,232,687,33.770014556040756,547,781,70.03841229193341,400,774,409,442,177,101,642,736,1713,216,645,544,740,294,791,376,472,237,169,668
South Dakota,1377,2014,27,9,18,607,1416,42.867231638418076,165,469,35.18123667377399,427,564,75.70921985815603,223,626,317,339,139,100,470,679,1514,205,523,412,572,275,645,366,285,171,95,486
South Dakota,1377,2015,31,15,16,750,1801,41.6435313714603,196,548,35.76642335766423,443,607,72.9818780889621,353,732,355,349,174,72,576,767,1704,204,602,445,606,272,784,404,364,163,110,550
South Dakota,1377,2016,30,12,18,848,1827,46.41488779419814,193,530,36.41509433962264,389,550,70.72727272727273,265,715,454,358,195,104,624,812,1742,266,669,529,713,310,794,456,415,155,137,544
South Dakota,1377,2017,31,20,11,813,1844,44.08893709327549,206,606,33.993399339933994,553,789,70.08871989860583,315,827,366,365,205,101,606,813,1866,252,676,442,600,307,834,406,418,156,126,623
South Dakota,1377,2018,30,22,8,849,1812,46.854304635761586,206,572,36.01398601398601,485,642,75.54517133956386,307,796,388,341,204,48,537,753,1783,214,643,384,522,297,727,347,432,152,103,556
South Florida,1378,2014,32,12,20,751,1729,43.43551185656449,97,376,25.79787234042553,501,757,66.18229854689564,354,768,402,411,186,118,566,809,1831,203,549,443,621,358,766,422,375,213,148,612
South Florida,1378,2015,31,8,23,719,1660,43.31325301204819,134,434,30.87557603686636,323,524,61.6412213740458,328,707,345,420,177,147,588,714,1676,215,576,485,713,378,720,400,377,205,126,528
South Florida,1378,2016,33,8,25,774,1852,41.792656587473004,133,465,28.602150537634408,404,612,66.01307189542484,413,858,331,485,150,176,588,817,1978,235,736,483,704,413,779,495,316,255,106,560
South Florida,1378,2017,30,7,23,716,1683,42.54307783719548,174,503,34.59244532803181,339,516,65.69767441860465,328,725,365,489,183,115,579,740,1725,281,709,474,692,372,744,474,398,247,131,515
South Florida,1378,2018,32,10,22,707,1690,41.83431952662722,207,573,36.12565445026178,405,560,72.32142857142857,309,756,379,449,163,76,546,819,1816,219,663,403,592,334,764,454,346,217,125,553
Southern Miss,1379,2014,31,25,6,723,1594,45.35759096612296,163,475,34.31578947368421,582,831,70.03610108303249,391,709,415,417,239,61,652,640,1508,233,677,450,702,305,610,413,476,175,102,651
Southern Miss,1379,2015,27,7,20,569,1336,42.58982035928144,169,516,32.751937984496124,283,456,62.06140350877193,228,559,323,378,162,56,420,661,1434,213,591,324,459,290,628,385,342,188,93,437
Southern Miss,1379,2016,27,7,20,564,1386,40.692640692640694,241,672,35.86309523809524,353,500,70.6,211,637,322,361,143,59,509,640,1464,230,647,399,569,265,696,369,315,180,84,488
Southern Miss,1379,2017,29,7,22,635,1617,39.27025355596784,185,625,29.6,336,473,71.03594080338266,235,735,347,356,136,56,488,724,1639,263,704,388,555,257,817,437,327,167,115,472
Southern Miss,1379,2018,30,12,18,742,1698,43.69846878680801,225,659,34.14264036418816,339,481,70.47817047817048,210,659,422,294,199,52,465,775,1633,280,736,385,536,270,814,444,399,135,80,446
Southern Univ,1380,2014,29,16,13,708,1609,44.002486016159104,170,492,34.552845528455286,393,632,62.18354430379747,327,767,356,406,161,144,639,586,1545,150,492,549,830,330,694,247,363,189,98,556
Southern Univ,1380,2015,32,15,17,709,1724,41.125290023201856,137,448,30.580357142857142,446,698,63.89684813753582,370,774,312,427,217,128,658,683,1740,162,544,528,792,407,785,310,437,200,118,626
Southern Univ,1380,2016,31,19,12,780,1789,43.59977641140302,182,528,34.46969696969697,466,692,67.34104046242774,315,783,320,351,228,103,612,741,1764,201,628,467,701,364,804,361,421,164,101,615
Southern Univ,1380,2017,30,13,17,734,1695,43.30383480825959,147,459,32.02614379084967,504,724,69.61325966850829,369,766,337,416,159,111,584,776,1808,193,599,458,680,391,705,343,362,179,126,577
Southern Univ,1380,2018,31,13,18,710,1784,39.7982062780269,161,485,33.1958762886598,508,740,68.64864864864865,392,795,334,418,168,115,589,771,1809,222,643,479,680,342,800,378,376,190,133,615
Southern Utah,1381,2014,28,1,27,562,1398,40.2002861230329,126,386,32.64248704663213,375,550,68.18181818181819,222,569,301,389,117,90,652,675,1415,153,399,590,817,296,709,317,302,194,84,517
Southern Utah,1381,2015,28,9,19,666,1471,45.27532290958531,207,522,39.6551724137931,380,570,66.66666666666667,203,670,332,385,135,104,628,696,1519,172,462,537,768,277,697,350,301,182,81,524
Southern Utah,1381,2016,28,4,24,673,1564,43.030690537084396,196,539,36.36363636363637,393,554,70.93862815884476,233,607,326,368,154,75,587,794,1560,211,500,504,702,275,741,378,341,168,112,541
Southern Utah,1381,2017,31,4,27,755,1874,40.28815368196371,279,768,36.328125,561,757,74.10832232496698,354,753,355,421,171,102,759,869,1779,277,692,651,913,314,852,481,382,176,138,649
Southern Utah,1381,2018,30,11,19,770,1763,43.675553034600114,238,660,36.06060606060606,466,633,73.61769352290679,242,756,349,383,143,90,659,844,1755,229,599,530,730,264,826,382,365,176,99,600
St Bonaventure,1382,2014,33,18,15,856,1881,45.5077086656034,155,475,32.63157894736842,554,774,71.57622739018088,418,746,443,423,230,139,668,778,1741,208,586,549,783,347,728,404,485,198,116,684
St Bonaventure,1382,2015,31,18,13,733,1723,42.542077771329076,158,503,31.411530815109344,461,653,70.59724349157733,384,769,383,384,206,149,535,707,1677,209,577,382,569,314,714,407,401,184,112,581
St Bonaventure,1382,2016,30,22,8,786,1764,44.5578231292517,247,656,37.65243902439025,515,667,77.21139430284857,330,739,408,345,177,128,587,758,1746,211,662,458,660,364,734,426,395,159,91,592
St Bonaventure,1382,2017,32,20,12,825,1864,44.25965665236051,201,577,34.835355285961874,608,791,76.86472819216182,369,784,423,401,230,138,671,778,1801,243,689,517,747,352,749,444,475,165,121,663
St Bonaventure,1382,2018,32,25,7,844,1851,45.596974608319826,248,623,39.807383627608345,557,739,75.3721244925575,331,807,455,367,222,115,641,759,1802,246,767,508,709,339,769,431,459,169,123,624
St Francis NY,1383,2014,31,17,14,753,1756,42.88154897494305,186,591,31.472081218274113,432,634,68.13880126182966,369,776,376,406,175,167,618,699,1688,151,447,536,737,319,741,329,381,193,102,568
St Francis NY,1383,2015,33,22,11,775,1870,41.44385026737968,178,611,29.132569558101473,526,774,67.95865633074935,490,789,398,434,218,165,597,730,1730,169,459,477,683,322,742,346,446,208,99,665
St Francis NY,1383,2016,31,14,17,680,1727,39.37463810075275,225,742,30.32345013477089,417,624,66.82692307692308,374,767,353,424,180,153,577,740,1745,148,445,436,608,332,787,358,387,195,91,568
St Francis NY,1383,2017,30,3,27,632,1803,35.052689961175815,216,766,28.198433420365536,372,574,64.80836236933798,359,657,279,362,199,84,653,777,1625,160,444,519,762,330,928,369,414,161,103,557
St Francis NY,1383,2018,29,11,18,719,1736,41.41705069124424,253,732,34.56284153005465,377,528,71.40151515151516,285,650,326,366,204,73,625,762,1595,172,505,515,719,304,803,327,432,178,86,509
St Francis PA,1384,2014,31,10,21,675,1649,40.933899332929045,220,688,31.976744186046513,346,539,64.19294990723562,280,654,361,333,176,85,481,789,1686,190,507,382,507,311,798,338,343,161,112,515
St Francis PA,1384,2015,30,15,15,661,1526,43.31585845347313,209,626,33.38658146964856,364,540,67.4074074074074,247,667,348,377,201,72,476,695,1584,180,561,344,485,300,716,337,397,176,92,512
St Francis PA,1384,2016,29,12,17,682,1627,41.91763982790412,207,578,35.813148788927336,436,626,69.64856230031948,328,712,338,362,127,88,494,773,1713,194,605,369,512,317,713,391,322,169,119,569
St Francis PA,1384,2017,31,15,16,836,1824,45.833333333333336,236,626,37.69968051118211,393,560,70.17857142857143,333,794,403,468,207,121,507,845,1958,279,755,342,471,385,750,445,417,212,108,531
St Francis PA,1384,2018,28,16,12,766,1643,46.622032866707244,222,602,36.87707641196013,426,550,77.45454545454545,243,684,365,329,182,63,447,812,1741,230,653,286,410,309,698,443,369,148,103,516
St John's,1385,2014,32,20,12,838,1870,44.81283422459893,148,433,34.18013856812933,501,717,69.8744769874477,360,814,418,347,218,243,603,734,1805,194,576,483,682,370,788,373,423,173,100,642
St John's,1385,2015,31,20,11,777,1766,43.997734994337485,189,539,35.064935064935064,442,640,69.0625,310,774,383,329,232,204,544,741,1835,210,649,391,599,423,803,421,409,160,104,577
St John's,1385,2016,31,7,24,722,1806,39.97785160575858,196,613,31.973898858075042,434,687,63.17321688500728,337,772,397,474,195,173,664,801,1788,225,614,552,775,345,890,445,456,265,111,647
St John's,1385,2017,33,14,19,866,2000,43.3,278,763,36.435124508519,524,724,72.37569060773481,337,799,446,433,224,197,688,904,1962,249,664,541,772,390,895,495,501,207,107,676
St John's,1385,2018,32,15,17,838,1934,43.32988624612203,228,684,33.333333333333336,437,588,74.31972789115646,278,789,409,381,271,166,601,790,1868,299,800,475,643,371,899,465,514,175,76,571
St Joseph's PA,1386,2014,33,24,9,813,1735,46.85878962536023,243,639,38.028169014084504,483,753,64.14342629482071,317,868,464,407,148,152,522,795,1900,220,652,399,582,331,758,446,335,218,79,628
St Joseph's PA,1386,2015,31,13,18,688,1704,40.375586854460096,167,559,29.874776386404292,369,600,61.5,352,747,394,387,205,135,523,722,1702,199,572,356,533,327,768,414,383,191,105,554
St Joseph's PA,1386,2016,34,27,7,926,2038,45.436702649656524,238,728,32.69230769230769,548,769,71.26137841352406,345,967,514,344,175,115,545,875,2110,270,872,357,517,337,875,435,389,156,90,677
St Joseph's PA,1386,2017,31,11,20,755,1808,41.758849557522126,174,537,32.402234636871505,471,725,64.96551724137932,351,781,352,371,150,106,550,779,1795,281,805,426,584,283,828,455,392,173,92,634
St Joseph's PA,1386,2018,32,16,16,826,1953,42.29390681003584,255,757,33.68560105680317,464,675,68.74074074074075,289,912,447,319,203,91,497,831,1980,305,905,344,487,295,941,486,374,152,116,585
St Louis,1387,2014,31,25,6,753,1694,44.451003541912634,177,553,32.00723327305606,489,688,71.07558139534883,308,798,437,391,229,131,536,690,1713,128,440,408,588,328,746,323,442,218,141,598
St Louis,1387,2015,31,10,21,626,1534,40.80834419817471,165,514,32.1011673151751,415,636,65.25157232704403,281,664,373,433,160,70,620,710,1556,185,518,469,693,314,752,409,414,213,136,611
St Louis,1387,2016,32,11,21,724,1726,41.94669756662804,199,607,32.78418451400329,459,653,70.29096477794793,230,815,426,436,175,66,646,780,1800,240,731,505,707,316,880,447,414,191,138,642
St Louis,1387,2017,33,12,21,700,1733,40.39238315060589,230,672,34.226190476190474,396,597,66.33165829145729,279,814,423,441,164,95,640,784,1787,240,674,480,688,305,873,496,367,209,129,598
St Louis,1387,2018,32,16,16,706,1690,41.77514792899408,179,559,32.021466905187836,505,774,65.24547803617571,380,771,375,405,189,141,587,732,1697,210,603,433,596,285,742,409,381,184,109,615
St Mary's CA,1388,2014,32,21,11,752,1673,44.94919306634788,222,585,37.94871794871795,567,801,70.78651685393258,377,713,392,366,175,106,617,757,1668,140,418,471,667,306,659,343,358,185,112,646
St Mary's CA,1388,2015,29,20,9,705,1530,46.07843137254902,208,551,37.74954627949183,382,529,72.2117202268431,295,734,439,345,146,66,510,654,1543,168,503,366,512,238,604,365,285,175,80,523
St Mary's CA,1388,2016,31,26,5,849,1665,50.990990990990994,271,648,41.82098765432099,348,499,69.73947895791584,275,808,517,296,151,107,484,712,1730,182,550,289,428,287,620,333,303,137,75,544
St Mary's CA,1388,2017,32,28,4,842,1698,49.58775029446407,282,706,39.94334277620396,338,452,74.77876106194691,308,832,536,337,133,102,472,686,1676,143,472,293,427,227,614,287,300,177,73,505
St Mary's CA,1388,2018,33,28,5,925,1799,51.41745414118955,255,631,40.41204437400951,435,561,77.54010695187166,261,844,515,321,143,91,514,806,1833,178,551,338,469,248,669,394,318,178,94,549
St Peter's,1389,2014,31,14,17,659,1619,40.7041383570105,163,516,31.589147286821706,480,682,70.38123167155425,329,724,303,373,199,135,567,692,1649,187,562,471,674,335,736,353,360,176,100,613
St Peter's,1389,2015,34,16,18,698,1695,41.17994100294985,193,563,34.28063943161634,492,745,66.04026845637584,353,756,344,413,213,101,654,654,1654,187,600,553,758,332,771,340,443,202,115,668
St Peter's,1389,2016,30,14,16,700,1660,42.16867469879518,183,560,32.67857142857143,383,582,65.80756013745705,322,783,357,392,167,85,528,693,1682,221,649,380,533,281,734,347,356,192,107,585
St Peter's,1389,2017,32,19,13,738,1698,43.46289752650177,256,668,38.32335329341317,397,559,71.01967799642219,270,782,386,354,223,89,517,705,1681,224,694,344,498,280,772,371,426,157,93,576
St Peter's,1389,2018,32,14,18,741,1765,41.98300283286119,253,750,33.733333333333334,350,482,72.61410788381743,292,759,378,418,211,102,602,686,1660,237,721,504,701,308,787,392,454,179,84,502
Stanford,1390,2014,33,21,12,834,1796,46.43652561247216,195,526,37.0722433460076,563,801,70.28714107365792,319,831,389,371,168,140,596,778,1838,220,620,489,680,323,763,441,379,177,84,681
Stanford,1390,2015,32,19,13,790,1821,43.38275672707304,218,569,38.3128295254833,516,711,72.57383966244726,373,798,388,343,175,86,615,756,1756,212,563,439,646,307,737,393,373,149,101,627
Stanford,1390,2016,29,14,15,674,1592,42.336683417085425,164,516,31.782945736434108,493,721,68.37725381414702,316,659,334,343,194,86,588,714,1590,226,613,419,635,313,710,414,389,155,93,626
Stanford,1390,2017,30,13,17,746,1706,43.72801875732708,156,483,32.298136645962735,435,637,68.28885400313972,308,717,405,387,202,77,588,732,1627,252,649,433,621,268,732,427,430,185,111,555
Stanford,1390,2018,33,18,15,871,1878,46.37912673056443,223,595,37.47899159663866,539,784,68.75,362,904,445,490,173,116,598,895,2056,264,745,414,606,332,761,426,389,224,146,660
Stetson,1391,2014,31,7,24,683,1628,41.95331695331695,159,541,29.390018484288355,391,590,66.27118644067797,293,632,370,383,174,116,529,786,1687,227,606,453,633,363,763,437,377,208,115,569
Stetson,1391,2015,28,6,22,655,1530,42.810457516339866,163,513,31.773879142300196,343,522,65.7088122605364,258,652,327,340,117,91,483,738,1656,232,625,375,522,351,730,388,305,170,94,491
Stetson,1391,2016,30,8,22,823,1845,44.607046070460704,242,670,36.11940298507463,449,623,72.07062600321028,282,747,417,373,170,64,548,948,1954,226,631,408,601,365,848,475,350,186,145,555
Stetson,1391,2017,29,8,21,788,1809,43.5599778883361,231,693,33.333333333333336,390,589,66.21392190152801,240,748,370,324,134,57,556,891,1914,243,683,426,616,368,899,455,328,150,120,552
Stetson,1391,2018,28,8,20,770,1783,43.185642176107685,204,620,32.903225806451616,304,445,68.31460674157303,249,691,386,306,199,74,529,779,1642,234,626,422,607,262,822,403,379,157,102,436
Stony Brook,1392,2014,32,22,10,810,1783,45.42905215928211,172,482,35.684647302904565,498,692,71.96531791907515,365,801,408,397,191,97,610,697,1680,225,686,503,706,294,702,383,411,218,110,625
Stony Brook,1392,2015,32,21,11,751,1809,41.51464897733555,166,519,31.984585741811177,393,589,66.723259762309,434,823,374,383,161,127,543,670,1687,203,596,384,549,275,738,375,358,202,107,568
